image num 1,perceptron_out = 5.28635
image num 117,perceptron_out = 7.47831
image num 118,perceptron_out = 4.89614
image num 119,perceptron_out = 4.54499
image num 120,perceptron_out = 7.28399
image num 121,perceptron_out = 12.4186
image num 122,perceptron_out = 3.54131
image num 123,perceptron_out = 16.8941
image num 124,perceptron_out = 8.79279
image num 125,perceptron_out = 10.4385
image num 126,perceptron_out = 3.84458
image num 127,perceptron_out = 5.94949
image num 128,perceptron_out = 7.27828
image num 129,perceptron_out = 3.58201
image num 130,perceptron_out = 8.96256
image num 131,perceptron_out = 13.8338
image num 132,perceptron_out = 14.1489
image num 133,perceptron_out = 8.09885
image num 134,perceptron_out = 26.7239
image num 135,perceptron_out = 9.75216
image num 136,perceptron_out = 5.07026
image num 137,perceptron_out = 11.6098
image num 138,perceptron_out = 5.58565
image num 139,perceptron_out = 6.36192
image num 140,perceptron_out = 7.5132
image num 141,perceptron_out = 8.77308
image num 142,perceptron_out = 6.18602
image num 143,perceptron_out = 10.5188
image num 144,perceptron_out = 5.29058
image num 145,perceptron_out = 5.66138
image num 146,perceptron_out = 4.85317
image num 147,perceptron_out = 13.1128
image num 148,perceptron_out = 5.72671
image num 149,perceptron_out = 6.38896
image num 150,perceptron_out = 4.66827
image num 151,perceptron_out = 5.54985
image num 152,perceptron_out = 4.99201
image num 153,perceptron_out = 9.00815
image num 154,perceptron_out = 9.89007
image num 155,perceptron_out = 3.15076
image num 156,perceptron_out = 6.42463
image num 157,perceptron_out = 7.78426
image num 158,perceptron_out = 11.578
image num 159,perceptron_out = 4.89949
image num 160,perceptron_out = 12.6423
image num 161,perceptron_out = 3.66832
image num 162,perceptron_out = 16.2855
image num 163,perceptron_out = 4.9789
image num 164,perceptron_out = 10.4842
image num 165,perceptron_out = 6.56418
image num 166,perceptron_out = 8.78091
image num 167,perceptron_out = 8.02279
image num 168,perceptron_out = 10.3521
image num 169,perceptron_out = 6.5193
image num 170,perceptron_out = 6.3537
image num 171,perceptron_out = 11.4353
image num 172,perceptron_out = 7.42229
image num 173,perceptron_out = 7.41038
image num 174,perceptron_out = 9.3194
image num 175,perceptron_out = 17.8918
image num 176,perceptron_out = 9.18078
image num 177,perceptron_out = 9.91925
image num 178,perceptron_out = 7.73054
image num 179,perceptron_out = 5.66145
image num 180,perceptron_out = 7.01824
image num 181,perceptron_out = 4.76136
image num 182,perceptron_out = 6.98302
image num 183,perceptron_out = 16.0582
image num 184,perceptron_out = 6.7847
image num 185,perceptron_out = 4.879
image num 186,perceptron_out = 14.2379
image num 187,perceptron_out = 8.03467
image num 188,perceptron_out = 5.61902
image num 189,perceptron_out = 5.63127
image num 190,perceptron_out = 7.08132
image num 191,perceptron_out = 9.07336
image num 192,perceptron_out = 9.63082
image num 193,perceptron_out = 4.51432
image num 194,perceptron_out = 14.7623
image num 195,perceptron_out = 7.98603
image num 196,perceptron_out = 6.63056
image num 197,perceptron_out = 10.7164
image num 198,perceptron_out = 4.61769
image num 199,perceptron_out = 5.08849
image num 200,perceptron_out = 6.45583
image num 201,perceptron_out = 6.38992
image num 202,perceptron_out = 8.53207
image num 203,perceptron_out = 13.9635
image num 204,perceptron_out = 7.38946
image num 205,perceptron_out = 12.5006
image num 206,perceptron_out = 6.84853
image num 207,perceptron_out = 8.58368
image num 208,perceptron_out = 13.0096
image num 209,perceptron_out = 16.6594
image num 210,perceptron_out = 9.15902
image num 211,perceptron_out = 5.46899
image num 212,perceptron_out = 7.92372
image num 213,perceptron_out = 6.66135
image num 214,perceptron_out = 7.66242
image num 215,perceptron_out = 6.65863
image num 216,perceptron_out = 6.39764
image num 217,perceptron_out = 5.898
image num 218,perceptron_out = 13.5118
image num 219,perceptron_out = 5.97181
image num 220,perceptron_out = 12.6234
image num 221,perceptron_out = 9.98423
image num 222,perceptron_out = 5.66646
image num 223,perceptron_out = 10.9176
image num 224,perceptron_out = 6.59173
image num 225,perceptron_out = 5.14413
image num 226,perceptron_out = 11.8715
image num 227,perceptron_out = 4.45567
image num 228,perceptron_out = 8.03172
image num 229,perceptron_out = 6.12045
image num 230,perceptron_out = 7.61314
image num 231,perceptron_out = 8.41867
image num 232,perceptron_out = 21.9673
image num 233,perceptron_out = 3.86059
image num 234,perceptron_out = 7.49029
image num 235,perceptron_out = 9.53576
image num 236,perceptron_out = 13.7189
image num 237,perceptron_out = 7.35226
image num 238,perceptron_out = 5.03542
image num 239,perceptron_out = 5.64568
image num 240,perceptron_out = 7.52989
image num 241,perceptron_out = 19.3082
image num 242,perceptron_out = 17.0506
image num 243,perceptron_out = 7.77225
image num 244,perceptron_out = 6.90372
image num 245,perceptron_out = 8.15978
image num 246,perceptron_out = 5.6711
image num 247,perceptron_out = 23.9339
image num 248,perceptron_out = 6.45858
image num 249,perceptron_out = 13.6107
image num 250,perceptron_out = 6.08398
image num 251,perceptron_out = 9.42153
image num 252,perceptron_out = 4.60054
image num 253,perceptron_out = 15.4741
image num 254,perceptron_out = 8.2966
image num 255,perceptron_out = 5.34636
image num 256,perceptron_out = 2.81352
image num 257,perceptron_out = 8.40693
image num 258,perceptron_out = 7.68632
image num 259,perceptron_out = 6.40933
image num 260,perceptron_out = 8.2133
image num 261,perceptron_out = 6.46379
image num 262,perceptron_out = 9.43019
image num 263,perceptron_out = 3.75954
image num 264,perceptron_out = 8.1176
image num 265,perceptron_out = 8.15465
image num 266,perceptron_out = 6.13723
image num 267,perceptron_out = 4.95091
image num 268,perceptron_out = 10.5127
image num 269,perceptron_out = 14.3139
image num 270,perceptron_out = 4.23457
image num 271,perceptron_out = 4.54331
image num 272,perceptron_out = 7.97743
image num 273,perceptron_out = 8.9363
image num 274,perceptron_out = 7.68085
image num 275,perceptron_out = 10.6571
image num 276,perceptron_out = 4.09573
image num 277,perceptron_out = 6.60443
image num 278,perceptron_out = 3.62737
image num 279,perceptron_out = 6.25642
image num 280,perceptron_out = 6.9953
image num 281,perceptron_out = 7.33606
image num 282,perceptron_out = 9.95476
image num 283,perceptron_out = 11.5399
image num 284,perceptron_out = 13.236
image num 285,perceptron_out = 9.07839
image num 286,perceptron_out = 10.9931
image num 287,perceptron_out = 10.8259
image num 288,perceptron_out = 8.73283
image num 289,perceptron_out = 9.52594
image num 290,perceptron_out = 6.38498
image num 291,perceptron_out = 13.7558
image num 292,perceptron_out = 9.67883
image num 293,perceptron_out = 10.2419
image num 294,perceptron_out = 12.1249
image num 295,perceptron_out = 7.56764
image num 296,perceptron_out = 8.37199
image num 297,perceptron_out = 19.4941
image num 298,perceptron_out = 10.989
image num 299,perceptron_out = 12.3903
image num 300,perceptron_out = 13.0718
image num 301,perceptron_out = 9.85799
image num 302,perceptron_out = 10.6026
image num 303,perceptron_out = 7.61764
image num 304,perceptron_out = 3.84235
image num 305,perceptron_out = 8.14583
image num 306,perceptron_out = 8.47709
image num 307,perceptron_out = 8.17837
image num 308,perceptron_out = 4.10046
image num 309,perceptron_out = 9.98128
image num 310,perceptron_out = 6.22819
image num 311,perceptron_out = 9.41725
image num 312,perceptron_out = 15.5673
image num 313,perceptron_out = 6.89907
image num 314,perceptron_out = 3.92477
image num 315,perceptron_out = 5.79372
image num 316,perceptron_out = 3.49596
image num 317,perceptron_out = 6.0947
image num 318,perceptron_out = 13.2497
image num 319,perceptron_out = 8.18888
image num 320,perceptron_out = 15.5292
image num 321,perceptron_out = 10.9214
image num 322,perceptron_out = 6.65019
image num 323,perceptron_out = 7.68777
image num 324,perceptron_out = 5.31407
image num 325,perceptron_out = 9.96525
image num 326,perceptron_out = 6.78145
image num 327,perceptron_out = 9.99203
image num 328,perceptron_out = 6.19055
image num 329,perceptron_out = 11.3207
image num 330,perceptron_out = 10.9984
image num 331,perceptron_out = 18.5476
image num 332,perceptron_out = 10.1613
image num 333,perceptron_out = 5.36598
image num 334,perceptron_out = 7.90179
image num 335,perceptron_out = 11.1208
image num 336,perceptron_out = 8.47245
image num 337,perceptron_out = 12.2811
image num 338,perceptron_out = 7.3656
image num 339,perceptron_out = 6.18776
image num 340,perceptron_out = 10.2546
image num 341,perceptron_out = 11.1849
image num 342,perceptron_out = 12.1869
image num 343,perceptron_out = 6.36787
image num 344,perceptron_out = 10.3015
image num 345,perceptron_out = 13.0329
image num 346,perceptron_out = 15.3011
image num 347,perceptron_out = 8.67671
image num 348,perceptron_out = 11.8599
image num 349,perceptron_out = 7.90645
image num 350,perceptron_out = 9.12289
image num 351,perceptron_out = 20.1921
image num 352,perceptron_out = 17.3707
image num 353,perceptron_out = 10.2888
image num 354,perceptron_out = 10.0168
image num 355,perceptron_out = 9.44653
image num 356,perceptron_out = 6.46511
image num 357,perceptron_out = 5.71847
image num 358,perceptron_out = 6.08646
image num 359,perceptron_out = 7.47136
image num 360,perceptron_out = 6.53291
image num 361,perceptron_out = 13.2092
image num 362,perceptron_out = 6.66405
image num 363,perceptron_out = 10.2805
image num 364,perceptron_out = 7.86715
image num 365,perceptron_out = 16.0947
image num 366,perceptron_out = 4.6616
image num 367,perceptron_out = 12.2956
image num 368,perceptron_out = 4.14626
image num 369,perceptron_out = 5.29538
image num 370,perceptron_out = 21.1583
image num 371,perceptron_out = 6.8633
image num 372,perceptron_out = 17.3641
image num 373,perceptron_out = 10.1048
image num 374,perceptron_out = 6.55886
image num 375,perceptron_out = 10.4764
image num 376,perceptron_out = 7.09154
image num 377,perceptron_out = 5.398
image num 378,perceptron_out = 6.03937
image num 379,perceptron_out = 4.67919
image num 380,perceptron_out = 11.8029
image num 381,perceptron_out = 13.0017
image num 382,perceptron_out = 8.68491
image num 383,perceptron_out = 9.34986
image num 384,perceptron_out = 8.92266
image num 385,perceptron_out = 8.38553
image num 386,perceptron_out = 5.80576
image num 387,perceptron_out = 9.38442
image num 388,perceptron_out = 4.78801
image num 389,perceptron_out = 7.35735
image num 390,perceptron_out = 4.0938
image num 391,perceptron_out = 18.1499
image num 392,perceptron_out = 15.89
image num 393,perceptron_out = 8.21975
image num 394,perceptron_out = 5.69655
image num 395,perceptron_out = 3.58975
image num 396,perceptron_out = 10.0901
image num 397,perceptron_out = 4.45631
image num 398,perceptron_out = 5.35777
image num 399,perceptron_out = 4.92105
image num 400,perceptron_out = 6.90753
image num 401,perceptron_out = 5.5388
image num 402,perceptron_out = 6.16059
image num 403,perceptron_out = 9.8422
image num 404,perceptron_out = 14.2765
image num 405,perceptron_out = 12.9639
image num 406,perceptron_out = 8.09587
image num 407,perceptron_out = 9.38728
image num 408,perceptron_out = 12.4083
image num 409,perceptron_out = 18.1724
image num 410,perceptron_out = 6.40852
image num 411,perceptron_out = 10.7433
image num 412,perceptron_out = 8.28124
image num 413,perceptron_out = 5.41766
image num 414,perceptron_out = 11.8859
image num 415,perceptron_out = 9.43407
image num 416,perceptron_out = 11.6329
image num 417,perceptron_out = 4.07205
image num 418,perceptron_out = 6.9902
image num 419,perceptron_out = 3.40729
image num 420,perceptron_out = 3.90288
image num 421,perceptron_out = 9.26594
image num 422,perceptron_out = 13.1543
image num 423,perceptron_out = 11.7226
image num 424,perceptron_out = 5.70832
image num 425,perceptron_out = 7.98174
image num 426,perceptron_out = 11.5404
image num 427,perceptron_out = 5.7826
image num 428,perceptron_out = 4.13597
image num 429,perceptron_out = 4.5268
image num 430,perceptron_out = 10.9723
image num 431,perceptron_out = 6.832
image num 432,perceptron_out = 6.055
image num 433,perceptron_out = 8.17685
image num 434,perceptron_out = 3.638
image num 435,perceptron_out = 6.90842
image num 436,perceptron_out = 7.35349
image num 437,perceptron_out = 7.37294
image num 438,perceptron_out = 9.46876
image num 439,perceptron_out = 5.82364
image num 440,perceptron_out = 6.58546
image num 441,perceptron_out = 17.5954
image num 442,perceptron_out = 7.36499
image num 443,perceptron_out = 14.367
image num 444,perceptron_out = 6.09152
image num 445,perceptron_out = 7.85652
image num 446,perceptron_out = 7.33243
image num 447,perceptron_out = 5.18086
image num 448,perceptron_out = 8.36441
image num 449,perceptron_out = 7.54368
image num 450,perceptron_out = 9.50793
image num 451,perceptron_out = 3.35311
image num 452,perceptron_out = 8.84664
image num 453,perceptron_out = 9.58956
image num 454,perceptron_out = 5.00266
image num 455,perceptron_out = 11.1301
image num 456,perceptron_out = 7.20799
image num 457,perceptron_out = 5.07382
image num 458,perceptron_out = 8.7216
image num 459,perceptron_out = 6.45554
image num 460,perceptron_out = 5.13635
image num 461,perceptron_out = 8.99526
image num 462,perceptron_out = 8.94553
image num 463,perceptron_out = 7.26344
image num 464,perceptron_out = 7.10006
image num 465,perceptron_out = 5.60459
image num 466,perceptron_out = 8.98035
image num 467,perceptron_out = 7.33812
image num 468,perceptron_out = 7.03513
image num 469,perceptron_out = 6.4415
image num 470,perceptron_out = 6.03097
image num 471,perceptron_out = 5.5133
image num 472,perceptron_out = 9.90088
image num 473,perceptron_out = 14.9521
image num 474,perceptron_out = 7.95075
image num 475,perceptron_out = 5.4849
image num 476,perceptron_out = 9.17722
image num 477,perceptron_out = 8.6273
image num 478,perceptron_out = 4.58096
image num 479,perceptron_out = 8.47837
image num 480,perceptron_out = 5.86061
image num 481,perceptron_out = 5.15082
image num 482,perceptron_out = 17.2459
image num 483,perceptron_out = 14.4706
image num 484,perceptron_out = 4.51623
image num 485,perceptron_out = 9.81121
image num 486,perceptron_out = 6.12238
image num 487,perceptron_out = 14.0178
image num 488,perceptron_out = 10.141
image num 489,perceptron_out = 10.3172
image num 490,perceptron_out = 6.42627
image num 491,perceptron_out = 24.7547
image num 492,perceptron_out = 5.44042
image num 493,perceptron_out = 9.14866
image num 494,perceptron_out = 12.9782
image num 495,perceptron_out = 25.9912
image num 496,perceptron_out = 12.1164
image num 497,perceptron_out = 6.28501
image num 498,perceptron_out = 6.54369
image num 499,perceptron_out = 9.01337
image num 500,perceptron_out = 8.55895
image num 501,perceptron_out = 6.41012
image num 502,perceptron_out = 15.6762
image num 503,perceptron_out = 6.65688
image num 504,perceptron_out = 8.52452
image num 505,perceptron_out = 9.10831
image num 506,perceptron_out = 8.03452
image num 507,perceptron_out = 5.29436
image num 508,perceptron_out = 8.58301
image num 509,perceptron_out = 7.2922
image num 510,perceptron_out = 11.4991
image num 511,perceptron_out = 14.6603
image num 512,perceptron_out = 15.0629
image num 513,perceptron_out = 17.4235
image num 514,perceptron_out = 19.4486
image num 515,perceptron_out = 9.08081
image num 516,perceptron_out = 7.00791
image num 517,perceptron_out = 14.6548
image num 518,perceptron_out = 8.98172
image num 519,perceptron_out = 7.16249
image num 520,perceptron_out = 8.80664
image num 521,perceptron_out = 6.3079
image num 522,perceptron_out = 9.74114
image num 523,perceptron_out = 6.992
image num 524,perceptron_out = 5.98662
image num 525,perceptron_out = 6.79422
image num 526,perceptron_out = 7.72334
image num 527,perceptron_out = 7.67843
image num 528,perceptron_out = 10.1219
image num 529,perceptron_out = 8.18783
image num 530,perceptron_out = 10.6337
image num 531,perceptron_out = 10.7227
image num 532,perceptron_out = 3.7421
image num 533,perceptron_out = 6.51302
image num 534,perceptron_out = 4.97815
image num 535,perceptron_out = 15.9174
image num 536,perceptron_out = 13.5799
image num 537,perceptron_out = 10.2862
image num 538,perceptron_out = 5.25411
image num 539,perceptron_out = 5.29753
image num 540,perceptron_out = 7.52138
image num 541,perceptron_out = 24.562
image num 542,perceptron_out = 12.1152
image num 543,perceptron_out = 7.68188
image num 544,perceptron_out = 13.768
image num 545,perceptron_out = 21.2365
image num 546,perceptron_out = 15.7394
image num 547,perceptron_out = 14.7216
image num 548,perceptron_out = 9.61806
image num 549,perceptron_out = 7.47779
image num 550,perceptron_out = 5.44944
image num 551,perceptron_out = 5.66636
image num 552,perceptron_out = 4.45628
image num 553,perceptron_out = 8.30614
image num 554,perceptron_out = 4.30053
image num 555,perceptron_out = 7.18074
image num 556,perceptron_out = 8.51491
image num 557,perceptron_out = 6.62673
image num 558,perceptron_out = 9.30829
image num 559,perceptron_out = 9.77986
image num 560,perceptron_out = 16.8511
image num 561,perceptron_out = 13.109
image num 562,perceptron_out = 16.9061
image num 563,perceptron_out = 8.52214
image num 564,perceptron_out = 4.04146
image num 565,perceptron_out = 8.49845
image num 566,perceptron_out = 5.69614
image num 567,perceptron_out = 9.49988
image num 568,perceptron_out = 4.12613
image num 569,perceptron_out = 5.99139
image num 570,perceptron_out = 8.04077
image num 571,perceptron_out = 7.30941
image num 572,perceptron_out = 11.7494
image num 573,perceptron_out = 7.1861
image num 574,perceptron_out = 6.22016
image num 575,perceptron_out = 6.17568
image num 576,perceptron_out = 12.894
image num 577,perceptron_out = 12.2317
image num 578,perceptron_out = 3.98871
image num 579,perceptron_out = 15.7143
image num 580,perceptron_out = 7.16245
image num 581,perceptron_out = 9.343
image num 582,perceptron_out = 4.96626
image num 583,perceptron_out = 6.66905
image num 584,perceptron_out = 4.7177
image num 585,perceptron_out = 10.6085
image num 586,perceptron_out = 12.6935
image num 587,perceptron_out = 6.97823
image num 588,perceptron_out = 9.87124
image num 589,perceptron_out = 13.0639
image num 590,perceptron_out = 14.7816
image num 591,perceptron_out = 8.34274
image num 592,perceptron_out = 6.58271
image num 593,perceptron_out = 12.0243
image num 594,perceptron_out = 10.5966
image num 595,perceptron_out = 19.0992
image num 596,perceptron_out = 4.98578
image num 597,perceptron_out = 16.2101
image num 598,perceptron_out = 4.08306
image num 599,perceptron_out = 6.37626
image num 600,perceptron_out = 10.2354
image num 601,perceptron_out = 8.78464
image num 602,perceptron_out = 5.28384
image num 603,perceptron_out = 9.675
image num 604,perceptron_out = 6.86824
image num 605,perceptron_out = 35.0046
image num 606,perceptron_out = 13.5846
image num 607,perceptron_out = 6.10363
image num 608,perceptron_out = 4.29748
image num 609,perceptron_out = 8.99822
image num 610,perceptron_out = 25.2919
image num 611,perceptron_out = 12.0356
image num 612,perceptron_out = 13.2918
image num 613,perceptron_out = 10.6196
image num 614,perceptron_out = 11.6156
image num 615,perceptron_out = 8.47563
image num 616,perceptron_out = 4.23505
image num 617,perceptron_out = 6.77685
image num 618,perceptron_out = 7.03342
image num 619,perceptron_out = 3.91397
image num 620,perceptron_out = 12.1764
image num 621,perceptron_out = 15.6442
image num 622,perceptron_out = 6.60492
image num 623,perceptron_out = 11.5449
image num 624,perceptron_out = 6.27343
image num 625,perceptron_out = 9.52595
image num 626,perceptron_out = 16.8361
image num 627,perceptron_out = 21.9474
image num 628,perceptron_out = 10.7856
image num 629,perceptron_out = 14.5045
image num 630,perceptron_out = 8.95485
image num 631,perceptron_out = 4.06874
image num 632,perceptron_out = 4.44118
image num 633,perceptron_out = 12.522
image num 634,perceptron_out = 4.78786
image num 635,perceptron_out = 13.4623
image num 636,perceptron_out = 8.40152
image num 637,perceptron_out = 8.52932
image num 638,perceptron_out = 3.82424
image num 639,perceptron_out = 7.84337
image num 640,perceptron_out = 5.23973
image num 641,perceptron_out = 5.17085
image num 642,perceptron_out = 5.89814
image num 643,perceptron_out = 4.74264
image num 644,perceptron_out = 13.3616
image num 645,perceptron_out = 6.47275
image num 646,perceptron_out = 10.0272
image num 647,perceptron_out = 5.98277
image num 648,perceptron_out = 6.49405
image num 649,perceptron_out = 6.38968
image num 650,perceptron_out = 5.54671
image num 651,perceptron_out = 8.87552
image num 652,perceptron_out = 5.16889
image num 653,perceptron_out = 6.96973
image num 654,perceptron_out = 8.17815
image num 655,perceptron_out = 5.8839
image num 656,perceptron_out = 5.80352
image num 657,perceptron_out = 14.9127
image num 658,perceptron_out = 5.15195
image num 659,perceptron_out = 6.77371
image num 660,perceptron_out = 19.0996
image num 661,perceptron_out = 4.31351
image num 662,perceptron_out = 7.50495
image num 663,perceptron_out = 13.5976
image num 664,perceptron_out = 8.97789
image num 665,perceptron_out = 9.57097
image num 666,perceptron_out = 6.29777
image num 667,perceptron_out = 19.215
image num 668,perceptron_out = 11.681
image num 669,perceptron_out = 9.72489
image num 670,perceptron_out = 7.83053
image num 671,perceptron_out = 13.241
image num 672,perceptron_out = 6.90128
image num 673,perceptron_out = 4.77387
image num 674,perceptron_out = 12.1294
image num 675,perceptron_out = 6.59234
image num 676,perceptron_out = 4.95979
image num 677,perceptron_out = 6.88487
image num 678,perceptron_out = 8.2187
image num 679,perceptron_out = 5.14754
image num 680,perceptron_out = 8.93492
image num 681,perceptron_out = 6.07389
image num 682,perceptron_out = 16.412
image num 683,perceptron_out = 4.32694
image num 684,perceptron_out = 5.74201
image num 685,perceptron_out = 5.26822
image num 686,perceptron_out = 6.0298
image num 687,perceptron_out = 11.0218
image num 688,perceptron_out = 8.41326
image num 689,perceptron_out = 7.36788
image num 690,perceptron_out = 4.35857
image num 691,perceptron_out = 7.59603
image num 692,perceptron_out = 8.17661
image num 693,perceptron_out = 4.78371
image num 694,perceptron_out = 11.4422
image num 695,perceptron_out = 12.9235
image num 696,perceptron_out = 7.44763
image num 697,perceptron_out = 6.97474
image num 698,perceptron_out = 9.29893
image num 699,perceptron_out = 18.6109
image num 700,perceptron_out = 5.77872
image num 701,perceptron_out = 13.0525
image num 702,perceptron_out = 10.8621
image num 703,perceptron_out = 8.02278
image num 704,perceptron_out = 5.37908
image num 705,perceptron_out = 6.67908
image num 706,perceptron_out = 8.73279
image num 707,perceptron_out = 9.63167
image num 708,perceptron_out = 6.37347
image num 709,perceptron_out = 5.94464
image num 710,perceptron_out = 12.2505
image num 711,perceptron_out = 7.13799
image num 712,perceptron_out = 4.56984
image num 713,perceptron_out = 11.7318
image num 714,perceptron_out = 4.02559
image num 715,perceptron_out = 5.55398
image num 716,perceptron_out = 4.96172
image num 717,perceptron_out = 9.81511
image num 718,perceptron_out = 9.00324
image num 719,perceptron_out = 10.3725
image num 720,perceptron_out = 8.39427
image num 721,perceptron_out = 9.70128
image num 722,perceptron_out = 10.8611
image num 723,perceptron_out = 11.1473
image num 724,perceptron_out = 22.4621
image num 725,perceptron_out = 7.31295
image num 726,perceptron_out = 5.00222
image num 727,perceptron_out = 32.3642
image num 728,perceptron_out = 4.51753
image num 729,perceptron_out = 7.22681
image num 730,perceptron_out = 4.22091
image num 731,perceptron_out = 6.30322
image num 732,perceptron_out = 10.1621
image num 733,perceptron_out = 12.0687
image num 734,perceptron_out = 6.40646
image num 735,perceptron_out = 4.9048
image num 736,perceptron_out = 6.74999
image num 737,perceptron_out = 6.30692
image num 738,perceptron_out = 8.9948
image num 739,perceptron_out = 13.8057
image num 740,perceptron_out = 4.8235
image num 741,perceptron_out = 5.66162
image num 742,perceptron_out = 11.6754
image num 743,perceptron_out = 8.55838
image num 744,perceptron_out = 11.0051
image num 745,perceptron_out = 3.59127
image num 746,perceptron_out = 9.88855
image num 747,perceptron_out = 6.0263
image num 748,perceptron_out = 10.7132
image num 749,perceptron_out = 6.50096
image num 750,perceptron_out = 7.60998
image num 751,perceptron_out = 14.1388
image num 752,perceptron_out = 4.76352
image num 753,perceptron_out = 8.66903
image num 754,perceptron_out = 15.1935
image num 755,perceptron_out = 7.04748
image num 756,perceptron_out = 4.54127
image num 757,perceptron_out = 13.0137
image num 758,perceptron_out = 13.463
image num 759,perceptron_out = 3.8392
image num 760,perceptron_out = 21.414
image num 761,perceptron_out = 3.51979
image num 762,perceptron_out = 4.40086
image num 763,perceptron_out = 10.985
image num 764,perceptron_out = 7.77075
image num 765,perceptron_out = 13.9066
image num 766,perceptron_out = 10.7509
image num 767,perceptron_out = 4.70387
image num 768,perceptron_out = 4.51322
image num 769,perceptron_out = 5.68307
image num 770,perceptron_out = 5.80527
image num 771,perceptron_out = 5.33851
image num 772,perceptron_out = 5.40874
image num 773,perceptron_out = 11.9693
image num 774,perceptron_out = 8.66754
image num 775,perceptron_out = 7.87177
image num 776,perceptron_out = 5.96751
image num 777,perceptron_out = 3.71755
image num 778,perceptron_out = 14.1256
