image num 1,perceptron_out = 5.84459
image num 69,perceptron_out = 14.3106
image num 70,perceptron_out = 11.0884
image num 71,perceptron_out = 6.52619
image num 72,perceptron_out = 7.92662
image num 73,perceptron_out = 9.31854
image num 74,perceptron_out = 10.2876
image num 75,perceptron_out = 29.7994
image num 76,perceptron_out = 5.78253
image num 77,perceptron_out = 10.2699
image num 78,perceptron_out = 10.4731
image num 79,perceptron_out = 4.94529
image num 80,perceptron_out = 15.9067
image num 81,perceptron_out = 4.68114
image num 82,perceptron_out = 18.9836
image num 83,perceptron_out = 6.82846
image num 84,perceptron_out = 5.66586
image num 85,perceptron_out = 6.27186
image num 86,perceptron_out = 6.49474
image num 87,perceptron_out = 7.41967
image num 88,perceptron_out = 8.5212
image num 89,perceptron_out = 23.5571
image num 90,perceptron_out = 10.1789
image num 91,perceptron_out = 5.45594
image num 92,perceptron_out = 7.76672
image num 93,perceptron_out = 6.40746
image num 94,perceptron_out = 8.73463
image num 95,perceptron_out = 10.6456
image num 96,perceptron_out = 13.609
image num 97,perceptron_out = 6.88081
image num 98,perceptron_out = 8.12076
image num 99,perceptron_out = 10.0753
image num 100,perceptron_out = 6.80466
image num 101,perceptron_out = 6.90155
image num 102,perceptron_out = 4.14508
image num 103,perceptron_out = 5.10603
image num 104,perceptron_out = 5.21282
image num 105,perceptron_out = 5.074
image num 106,perceptron_out = 10.5989
image num 107,perceptron_out = 12.4478
image num 108,perceptron_out = 12.2426
image num 109,perceptron_out = 15.2314
image num 110,perceptron_out = 10.7625
image num 111,perceptron_out = 12.8142
image num 112,perceptron_out = 3.35221
image num 113,perceptron_out = 4.02586
image num 114,perceptron_out = 11.8825
image num 115,perceptron_out = 11.4163
image num 116,perceptron_out = 4.60092
image num 117,perceptron_out = 6.1619
image num 118,perceptron_out = 4.87246
image num 119,perceptron_out = 10.0592
image num 120,perceptron_out = 13.1059
image num 121,perceptron_out = 8.19442
image num 122,perceptron_out = 7.21061
image num 123,perceptron_out = 4.89703
image num 124,perceptron_out = 10.8789
image num 125,perceptron_out = 4.60562
image num 126,perceptron_out = 5.02039
image num 127,perceptron_out = 5.41579
image num 128,perceptron_out = 8.28974
image num 129,perceptron_out = 4.7333
image num 130,perceptron_out = 11.4209
image num 131,perceptron_out = 8.16169
image num 132,perceptron_out = 6.56914
image num 133,perceptron_out = 8.20409
image num 134,perceptron_out = 8.28796
image num 135,perceptron_out = 6.49223
image num 136,perceptron_out = 8.19251
image num 137,perceptron_out = 7.08676
image num 138,perceptron_out = 18.9546
image num 139,perceptron_out = 13.0457
image num 140,perceptron_out = 8.62227
image num 141,perceptron_out = 8.74535
image num 142,perceptron_out = 7.85405
image num 143,perceptron_out = 10.567
image num 144,perceptron_out = 10.6331
image num 145,perceptron_out = 3.2304
image num 146,perceptron_out = 6.42552
image num 147,perceptron_out = 13.6648
image num 148,perceptron_out = 7.1715
image num 149,perceptron_out = 4.99508
image num 150,perceptron_out = 5.57916
image num 151,perceptron_out = 14.2793
image num 152,perceptron_out = 12.9054
image num 153,perceptron_out = 9.17963
image num 154,perceptron_out = 5.39338
image num 155,perceptron_out = 11.6088
image num 156,perceptron_out = 12.9065
image num 157,perceptron_out = 5.43936
image num 158,perceptron_out = 4.8106
image num 159,perceptron_out = 10.3605
image num 160,perceptron_out = 11.3971
image num 161,perceptron_out = 7.55482
image num 162,perceptron_out = 16.5807
image num 163,perceptron_out = 15.0906
image num 164,perceptron_out = 6.53896
image num 165,perceptron_out = 7.9673
image num 166,perceptron_out = 4.17227
image num 167,perceptron_out = 9.87804
image num 168,perceptron_out = 4.75285
image num 169,perceptron_out = 7.51733
image num 170,perceptron_out = 4.68975
image num 171,perceptron_out = 5.90536
image num 172,perceptron_out = 5.75632
image num 173,perceptron_out = 3.1667
image num 174,perceptron_out = 8.06713
image num 175,perceptron_out = 6.54897
image num 176,perceptron_out = 8.09206
image num 177,perceptron_out = 9.94514
image num 178,perceptron_out = 14.0553
image num 179,perceptron_out = 6.40643
image num 180,perceptron_out = 10.4352
image num 181,perceptron_out = 5.16729
image num 182,perceptron_out = 8.91926
image num 183,perceptron_out = 10.9734
image num 184,perceptron_out = 5.18307
image num 185,perceptron_out = 5.42445
image num 186,perceptron_out = 6.33854
image num 187,perceptron_out = 8.92533
image num 188,perceptron_out = 10.9282
image num 189,perceptron_out = 9.27602
image num 190,perceptron_out = 4.19018
image num 191,perceptron_out = 8.65626
image num 192,perceptron_out = 11.0387
image num 193,perceptron_out = 3.91625
image num 194,perceptron_out = 11.43
image num 195,perceptron_out = 4.76733
image num 196,perceptron_out = 19.8968
image num 197,perceptron_out = 8.09068
image num 198,perceptron_out = 6.04734
image num 199,perceptron_out = 14.1665
image num 200,perceptron_out = 19.9848
image num 201,perceptron_out = 17.3481
image num 202,perceptron_out = 9.20276
image num 203,perceptron_out = 5.80741
image num 204,perceptron_out = 7.67727
image num 205,perceptron_out = 6.35827
image num 206,perceptron_out = 4.217
image num 207,perceptron_out = 7.83709
image num 208,perceptron_out = 8.33349
image num 209,perceptron_out = 6.91384
image num 210,perceptron_out = 7.26643
image num 211,perceptron_out = 5.52309
image num 212,perceptron_out = 9.79129
image num 213,perceptron_out = 4.8498
image num 214,perceptron_out = 14.0024
image num 215,perceptron_out = 16.2482
image num 216,perceptron_out = 10.5715
image num 217,perceptron_out = 4.61105
image num 218,perceptron_out = 5.6857
image num 219,perceptron_out = 6.93606
image num 220,perceptron_out = 4.32053
image num 221,perceptron_out = 6.48032
image num 222,perceptron_out = 9.25101
image num 223,perceptron_out = 8.46955
image num 224,perceptron_out = 8.7084
image num 225,perceptron_out = 7.82939
image num 226,perceptron_out = 8.9487
image num 227,perceptron_out = 7.18668
image num 228,perceptron_out = 3.45923
image num 229,perceptron_out = 9.78363
image num 230,perceptron_out = 6.75638
image num 231,perceptron_out = 6.19537
image num 232,perceptron_out = 8.41595
image num 233,perceptron_out = 14.8388
image num 234,perceptron_out = 7.98814
image num 235,perceptron_out = 5.40929
image num 236,perceptron_out = 9.81547
image num 237,perceptron_out = 8.56368
image num 238,perceptron_out = 4.78199
image num 239,perceptron_out = 5.20762
image num 240,perceptron_out = 11.9164
image num 241,perceptron_out = 10.8818
image num 242,perceptron_out = 14.5296
image num 243,perceptron_out = 11.8677
image num 244,perceptron_out = 6.21684
image num 245,perceptron_out = 11.0125
image num 246,perceptron_out = 13.8139
image num 247,perceptron_out = 6.61237
image num 248,perceptron_out = 5.87246
image num 249,perceptron_out = 4.64681
image num 250,perceptron_out = 5.37521
image num 251,perceptron_out = 13.3713
image num 252,perceptron_out = 8.59109
image num 253,perceptron_out = 8.36008
image num 254,perceptron_out = 10.3786
image num 255,perceptron_out = 9.92108
image num 256,perceptron_out = 3.51451
image num 257,perceptron_out = 8.74421
image num 258,perceptron_out = 4.84882
image num 259,perceptron_out = 9.14929
image num 260,perceptron_out = 6.8359
image num 261,perceptron_out = 9.24767
image num 262,perceptron_out = 5.5517
image num 263,perceptron_out = 8.49405
image num 264,perceptron_out = 6.53166
image num 265,perceptron_out = 11.4173
image num 266,perceptron_out = 2.74284
image num 267,perceptron_out = 7.09003
image num 268,perceptron_out = 5.04432
image num 269,perceptron_out = 9.58365
image num 270,perceptron_out = 7.44198
image num 271,perceptron_out = 9.01887
image num 272,perceptron_out = 4.46652
image num 273,perceptron_out = 5.79651
image num 274,perceptron_out = 15.8503
image num 275,perceptron_out = 5.47157
image num 276,perceptron_out = 9.43181
image num 277,perceptron_out = 10.6786
image num 278,perceptron_out = 6.48547
image num 279,perceptron_out = 10.0584
image num 280,perceptron_out = 5.32239
image num 281,perceptron_out = 10.7282
image num 282,perceptron_out = 9.69292
image num 283,perceptron_out = 8.24911
image num 284,perceptron_out = 4.28063
image num 285,perceptron_out = 6.95375
image num 286,perceptron_out = 6.65174
image num 287,perceptron_out = 12.5732
image num 288,perceptron_out = 6.76947
image num 289,perceptron_out = 7.75681
image num 290,perceptron_out = 7.59041
image num 291,perceptron_out = 7.00327
image num 292,perceptron_out = 5.61486
image num 293,perceptron_out = 6.22565
image num 294,perceptron_out = 9.45089
image num 295,perceptron_out = 8.12624
image num 296,perceptron_out = 5.11736
image num 297,perceptron_out = 14.43
image num 298,perceptron_out = 7.34571
image num 299,perceptron_out = 10.2568
image num 300,perceptron_out = 10.5634
image num 301,perceptron_out = 15.3187
image num 302,perceptron_out = 3.83461
image num 303,perceptron_out = 5.44449
image num 304,perceptron_out = 6.52164
image num 305,perceptron_out = 25.5946
image num 306,perceptron_out = 6.25392
image num 307,perceptron_out = 8.31025
image num 308,perceptron_out = 16.9244
image num 309,perceptron_out = 7.5887
image num 310,perceptron_out = 4.51445
image num 311,perceptron_out = 14.2053
image num 312,perceptron_out = 28.567
image num 313,perceptron_out = 11.4287
image num 314,perceptron_out = 19.8486
image num 315,perceptron_out = 6.85313
image num 316,perceptron_out = 5.49231
image num 317,perceptron_out = 8.39351
image num 318,perceptron_out = 4.74969
image num 319,perceptron_out = 5.46127
image num 320,perceptron_out = 7.33715
image num 321,perceptron_out = 6.07313
image num 322,perceptron_out = 6.35679
image num 323,perceptron_out = 6.51344
image num 324,perceptron_out = 9.62411
image num 325,perceptron_out = 6.44506
image num 326,perceptron_out = 6.52865
image num 327,perceptron_out = 9.29037
image num 328,perceptron_out = 7.50685
image num 329,perceptron_out = 5.60495
image num 330,perceptron_out = 8.56862
image num 331,perceptron_out = 7.44338
image num 332,perceptron_out = 15.7227
image num 333,perceptron_out = 12.9861
image num 334,perceptron_out = 8.37958
image num 335,perceptron_out = 9.0808
image num 336,perceptron_out = 5.23114
image num 337,perceptron_out = 7.8531
image num 338,perceptron_out = 7.83976
image num 339,perceptron_out = 6.28877
image num 340,perceptron_out = 7.03793
image num 341,perceptron_out = 4.30734
image num 342,perceptron_out = 5.70496
image num 343,perceptron_out = 12.3176
image num 344,perceptron_out = 14.8947
image num 345,perceptron_out = 5.22667
image num 346,perceptron_out = 7.5724
image num 347,perceptron_out = 5.75206
image num 348,perceptron_out = 10.8421
image num 349,perceptron_out = 7.10827
image num 350,perceptron_out = 7.39385
image num 351,perceptron_out = 9.18567
image num 352,perceptron_out = 10.9809
image num 353,perceptron_out = 17.893
image num 354,perceptron_out = 28.0721
image num 355,perceptron_out = 10.0186
image num 356,perceptron_out = 5.42319
image num 357,perceptron_out = 10.3657
image num 358,perceptron_out = 19.9199
image num 359,perceptron_out = 7.14736
image num 360,perceptron_out = 5.25529
image num 361,perceptron_out = 3.07133
image num 362,perceptron_out = 22.5096
image num 363,perceptron_out = 7.03076
image num 364,perceptron_out = 9.28859
image num 365,perceptron_out = 5.95883
image num 366,perceptron_out = 8.35623
image num 367,perceptron_out = 19.1436
image num 368,perceptron_out = 7.80479
image num 369,perceptron_out = 22.3958
image num 370,perceptron_out = 6.54328
image num 371,perceptron_out = 5.07482
image num 372,perceptron_out = 5.16038
image num 373,perceptron_out = 11.8167
image num 374,perceptron_out = 11.4189
image num 375,perceptron_out = 7.07292
image num 376,perceptron_out = 7.23608
image num 377,perceptron_out = 19.6645
image num 378,perceptron_out = 7.41617
image num 379,perceptron_out = 4.17637
image num 380,perceptron_out = 8.2923
image num 381,perceptron_out = 7.15694
image num 382,perceptron_out = 22.1617
image num 383,perceptron_out = 7.52521
image num 384,perceptron_out = 4.72537
image num 385,perceptron_out = 13.8957
image num 386,perceptron_out = 12.7352
image num 387,perceptron_out = 12.2616
image num 388,perceptron_out = 6.30772
image num 389,perceptron_out = 7.10666
image num 390,perceptron_out = 7.99153
image num 391,perceptron_out = 12.2859
image num 392,perceptron_out = 9.06639
image num 393,perceptron_out = 11.671
image num 394,perceptron_out = 7.28083
image num 395,perceptron_out = 6.09644
image num 396,perceptron_out = 6.2117
image num 397,perceptron_out = 7.56146
image num 398,perceptron_out = 7.40671
image num 399,perceptron_out = 10.4072
image num 400,perceptron_out = 7.1869
image num 401,perceptron_out = 14.1109
image num 402,perceptron_out = 3.56782
image num 403,perceptron_out = 7.06888
image num 404,perceptron_out = 7.19425
image num 405,perceptron_out = 7.81779
image num 406,perceptron_out = 5.49883
image num 407,perceptron_out = 6.7537
image num 408,perceptron_out = 4.85766
image num 409,perceptron_out = 10.8884
image num 410,perceptron_out = 6.60746
image num 411,perceptron_out = 8.23021
image num 412,perceptron_out = 5.52376
image num 413,perceptron_out = 8.25388
image num 414,perceptron_out = 8.73588
image num 415,perceptron_out = 7.25006
image num 416,perceptron_out = 4.92997
image num 417,perceptron_out = 6.75082
image num 418,perceptron_out = 9.15277
image num 419,perceptron_out = 6.6505
image num 420,perceptron_out = 4.95736
image num 421,perceptron_out = 18.8178
image num 422,perceptron_out = 5.93518
image num 423,perceptron_out = 6.48109
image num 424,perceptron_out = 5.87049
image num 425,perceptron_out = 6.33563
image num 426,perceptron_out = 5.69616
image num 427,perceptron_out = 8.0082
image num 428,perceptron_out = 11.0872
image num 429,perceptron_out = 18.243
image num 430,perceptron_out = 5.21845
image num 431,perceptron_out = 11.7129
image num 432,perceptron_out = 5.84727
image num 433,perceptron_out = 7.60175
image num 434,perceptron_out = 20.5674
image num 435,perceptron_out = 6.89244
image num 436,perceptron_out = 11.1982
image num 437,perceptron_out = 11.1971
image num 438,perceptron_out = 11.1039
image num 439,perceptron_out = 24.5491
image num 440,perceptron_out = 16.1783
image num 441,perceptron_out = 16.673
image num 442,perceptron_out = 6.8993
image num 443,perceptron_out = 4.35139
image num 444,perceptron_out = 6.97323
image num 445,perceptron_out = 17.9694
image num 446,perceptron_out = 7.91448
image num 447,perceptron_out = 9.60859
image num 448,perceptron_out = 8.27019
image num 449,perceptron_out = 7.2747
image num 450,perceptron_out = 5.90967
image num 451,perceptron_out = 9.78865
image num 452,perceptron_out = 6.14434
image num 453,perceptron_out = 4.55833
image num 454,perceptron_out = 15.5416
image num 455,perceptron_out = 16.0439
image num 456,perceptron_out = 17.5132
image num 457,perceptron_out = 14.1616
image num 458,perceptron_out = 8.47816
image num 459,perceptron_out = 9.13653
image num 460,perceptron_out = 15.3014
image num 461,perceptron_out = 5.19815
image num 462,perceptron_out = 16.6429
image num 463,perceptron_out = 5.32242
image num 464,perceptron_out = 10.9842
image num 465,perceptron_out = 4.57278
image num 466,perceptron_out = 5.10645
image num 467,perceptron_out = 9.63972
image num 468,perceptron_out = 17.3402
image num 469,perceptron_out = 4.46707
image num 470,perceptron_out = 3.80715
image num 471,perceptron_out = 8.98435
image num 472,perceptron_out = 4.75558
image num 473,perceptron_out = 9.09375
image num 474,perceptron_out = 9.74093
image num 475,perceptron_out = 10.0784
image num 476,perceptron_out = 20.8981
image num 477,perceptron_out = 7.96256
image num 478,perceptron_out = 6.89954
image num 479,perceptron_out = 4.6448
image num 480,perceptron_out = 5.41989
image num 481,perceptron_out = 9.90225
image num 482,perceptron_out = 7.77503
image num 483,perceptron_out = 10.5813
image num 484,perceptron_out = 8.12564
image num 485,perceptron_out = 6.25165
image num 486,perceptron_out = 8.47229
image num 487,perceptron_out = 16.5927
image num 488,perceptron_out = 13.6699
image num 489,perceptron_out = 7.33868
image num 490,perceptron_out = 11.8779
image num 491,perceptron_out = 4.73267
image num 492,perceptron_out = 5.64328
image num 493,perceptron_out = 11.5618
image num 494,perceptron_out = 11.3136
image num 495,perceptron_out = 10.4979
image num 496,perceptron_out = 4.33163
image num 497,perceptron_out = 3.90763
image num 498,perceptron_out = 19.4154
image num 499,perceptron_out = 4.90927
image num 500,perceptron_out = 6.58598
image num 501,perceptron_out = 6.24366
image num 502,perceptron_out = 6.87443
image num 503,perceptron_out = 13.4768
image num 504,perceptron_out = 7.7908
image num 505,perceptron_out = 7.03885
image num 506,perceptron_out = 7.14196
image num 507,perceptron_out = 4.7472
image num 508,perceptron_out = 10.1086
image num 509,perceptron_out = 13.7322
image num 510,perceptron_out = 9.96323
image num 511,perceptron_out = 7.54245
image num 512,perceptron_out = 3.72748
image num 513,perceptron_out = 4.80464
image num 514,perceptron_out = 18.9241
image num 515,perceptron_out = 4.98592
image num 516,perceptron_out = 11.1746
image num 517,perceptron_out = 10.7895
image num 518,perceptron_out = 8.04142
image num 519,perceptron_out = 5.88958
image num 520,perceptron_out = 6.51478
image num 521,perceptron_out = 4.46468
image num 522,perceptron_out = 6.97773
image num 523,perceptron_out = 4.1204
image num 524,perceptron_out = 4.79167
image num 525,perceptron_out = 9.34104
image num 526,perceptron_out = 5.17803
image num 527,perceptron_out = 5.92942
image num 528,perceptron_out = 12.9669
image num 529,perceptron_out = 7.66801
image num 530,perceptron_out = 6.1763
image num 531,perceptron_out = 8.52353
image num 532,perceptron_out = 5.97902
image num 533,perceptron_out = 8.87346
image num 534,perceptron_out = 12.5729
image num 535,perceptron_out = 8.6705
image num 536,perceptron_out = 6.27419
image num 537,perceptron_out = 21.1516
image num 538,perceptron_out = 18.2295
image num 539,perceptron_out = 7.28834
image num 540,perceptron_out = 15.5165
image num 541,perceptron_out = 13.3048
image num 542,perceptron_out = 13.8274
image num 543,perceptron_out = 8.50496
image num 544,perceptron_out = 5.63576
image num 545,perceptron_out = 9.33353
image num 546,perceptron_out = 8.79072
image num 547,perceptron_out = 4.86259
image num 548,perceptron_out = 7.9233
image num 549,perceptron_out = 10.2143
image num 550,perceptron_out = 9.19986
image num 551,perceptron_out = 5.62761
image num 552,perceptron_out = 4.76741
image num 553,perceptron_out = 9.26231
image num 554,perceptron_out = 8.64766
image num 555,perceptron_out = 7.35258
image num 556,perceptron_out = 6.86555
image num 557,perceptron_out = 7.71519
image num 558,perceptron_out = 16.5372
image num 559,perceptron_out = 5.41491
image num 560,perceptron_out = 10.5292
image num 561,perceptron_out = 6.00266
image num 562,perceptron_out = 12.5158
image num 563,perceptron_out = 9.38448
image num 564,perceptron_out = 9.5097
image num 565,perceptron_out = 11.0646
image num 566,perceptron_out = 5.92052
image num 567,perceptron_out = 4.30298
image num 568,perceptron_out = 7.07072
image num 569,perceptron_out = 3.28907
image num 570,perceptron_out = 4.16912
image num 571,perceptron_out = 10.327
image num 572,perceptron_out = 6.82152
image num 573,perceptron_out = 8.41713
image num 574,perceptron_out = 6.2897
image num 575,perceptron_out = 3.53002
image num 576,perceptron_out = 6.25508
image num 577,perceptron_out = 9.87937
image num 578,perceptron_out = 5.83447
image num 579,perceptron_out = 8.25156
image num 580,perceptron_out = 6.90858
image num 581,perceptron_out = 5.25995
image num 582,perceptron_out = 23.964
image num 583,perceptron_out = 13.1229
image num 584,perceptron_out = 6.10091
image num 585,perceptron_out = 12.3128
image num 586,perceptron_out = 7.61964
image num 587,perceptron_out = 7.02236
image num 588,perceptron_out = 10.012
image num 589,perceptron_out = 14.7095
image num 590,perceptron_out = 6.26871
image num 591,perceptron_out = 8.94188
image num 592,perceptron_out = 6.54358
image num 593,perceptron_out = 9.56747
image num 594,perceptron_out = 5.06417
image num 595,perceptron_out = 9.98291
image num 596,perceptron_out = 9.03559
image num 597,perceptron_out = 7.67429
image num 598,perceptron_out = 9.70059
image num 599,perceptron_out = 6.09872
image num 600,perceptron_out = 9.29438
image num 601,perceptron_out = 13.3085
image num 602,perceptron_out = 5.6944
image num 603,perceptron_out = 5.11821
image num 604,perceptron_out = 8.25683
image num 605,perceptron_out = 14.6396
image num 606,perceptron_out = 8.95485
image num 607,perceptron_out = 7.75107
image num 608,perceptron_out = 13.0337
image num 609,perceptron_out = 4.98618
image num 610,perceptron_out = 11.0778
image num 611,perceptron_out = 5.57341
image num 612,perceptron_out = 11.5538
image num 613,perceptron_out = 5.24857
image num 614,perceptron_out = 14.1693
image num 615,perceptron_out = 9.78007
image num 616,perceptron_out = 14.4716
image num 617,perceptron_out = 7.19551
image num 618,perceptron_out = 12.7899
image num 619,perceptron_out = 7.31385
image num 620,perceptron_out = 10.3971
image num 621,perceptron_out = 10.4131
image num 622,perceptron_out = 10.2283
image num 623,perceptron_out = 6.3994
image num 624,perceptron_out = 13.2532
image num 625,perceptron_out = 5.41837
image num 626,perceptron_out = 6.15132
image num 627,perceptron_out = 7.71629
image num 628,perceptron_out = 6.09768
image num 629,perceptron_out = 12.1085
image num 630,perceptron_out = 9.65916
image num 631,perceptron_out = 4.18729
image num 632,perceptron_out = 11.0985
image num 633,perceptron_out = 3.91141
image num 634,perceptron_out = 10.8496
image num 635,perceptron_out = 11.8803
image num 636,perceptron_out = 12.2595
image num 637,perceptron_out = 15.8973
image num 638,perceptron_out = 15.8331
image num 639,perceptron_out = 4.10616
image num 640,perceptron_out = 6.93656
image num 641,perceptron_out = 7.64436
image num 642,perceptron_out = 4.78122
image num 643,perceptron_out = 5.17126
image num 644,perceptron_out = 5.50896
image num 645,perceptron_out = 5.74617
image num 646,perceptron_out = 4.84215
image num 647,perceptron_out = 10.1829
image num 648,perceptron_out = 3.0037
image num 649,perceptron_out = 6.26653
image num 650,perceptron_out = 7.01462
image num 651,perceptron_out = 4.37671
image num 652,perceptron_out = 12.8405
image num 653,perceptron_out = 14.0466
image num 654,perceptron_out = 14.6807
image num 655,perceptron_out = 8.69339
image num 656,perceptron_out = 8.51355
image num 657,perceptron_out = 4.00777
image num 658,perceptron_out = 7.33201
image num 659,perceptron_out = 9.13531
image num 660,perceptron_out = 7.65256
image num 661,perceptron_out = 9.06799
image num 662,perceptron_out = 13.5644
image num 663,perceptron_out = 9.19296
image num 664,perceptron_out = 6.87089
image num 665,perceptron_out = 6.92528
image num 666,perceptron_out = 7.0863
image num 667,perceptron_out = 8.07735
image num 668,perceptron_out = 10.5906
image num 669,perceptron_out = 6.71593
image num 670,perceptron_out = 6.87855
image num 671,perceptron_out = 19.1367
image num 672,perceptron_out = 8.40045
image num 673,perceptron_out = 8.09582
image num 674,perceptron_out = 5.23979
image num 675,perceptron_out = 9.98862
image num 676,perceptron_out = 12.2947
image num 677,perceptron_out = 10.4875
image num 678,perceptron_out = 7.91055
image num 679,perceptron_out = 4.21329
image num 680,perceptron_out = 8.04715
image num 681,perceptron_out = 8.2899
image num 682,perceptron_out = 13.5276
image num 683,perceptron_out = 5.069
image num 684,perceptron_out = 4.65631
image num 685,perceptron_out = 6.47367
image num 686,perceptron_out = 7.17056
image num 687,perceptron_out = 9.9738
image num 688,perceptron_out = 7.94644
image num 689,perceptron_out = 10.9091
image num 690,perceptron_out = 14.0563
image num 691,perceptron_out = 6.52379
image num 692,perceptron_out = 7.4532
image num 693,perceptron_out = 8.60784
image num 694,perceptron_out = 6.56688
image num 695,perceptron_out = 5.98837
image num 696,perceptron_out = 5.80885
image num 697,perceptron_out = 6.41381
image num 698,perceptron_out = 4.14518
image num 699,perceptron_out = 9.26176
image num 700,perceptron_out = 11.8455
image num 701,perceptron_out = 4.17107
image num 702,perceptron_out = 6.93744
image num 703,perceptron_out = 14.4313
image num 704,perceptron_out = 6.10034
image num 705,perceptron_out = 7.05856
image num 706,perceptron_out = 13.2818
image num 707,perceptron_out = 8.21786
image num 708,perceptron_out = 5.57711
image num 709,perceptron_out = 9.00341
image num 710,perceptron_out = 6.68446
image num 711,perceptron_out = 7.06648
image num 712,perceptron_out = 9.4315
image num 713,perceptron_out = 7.8718
image num 714,perceptron_out = 14.7981
image num 715,perceptron_out = 8.23785
image num 716,perceptron_out = 4.41231
image num 717,perceptron_out = 14.5342
image num 718,perceptron_out = 7.34736
image num 719,perceptron_out = 15.7055
image num 720,perceptron_out = 8.2884
image num 721,perceptron_out = 12.8199
image num 722,perceptron_out = 4.76742
image num 723,perceptron_out = 12.2181
image num 724,perceptron_out = 7.20206
image num 725,perceptron_out = 7.93327
image num 726,perceptron_out = 12.7096
image num 727,perceptron_out = 12.6448
image num 728,perceptron_out = 3.992
image num 729,perceptron_out = 9.2664
image num 730,perceptron_out = 10.8295
image num 731,perceptron_out = 6.92656
image num 732,perceptron_out = 8.88976
image num 733,perceptron_out = 15.0939
image num 734,perceptron_out = 10.9295
image num 735,perceptron_out = 9.24847
image num 736,perceptron_out = 9.43361
image num 737,perceptron_out = 21.5648
image num 738,perceptron_out = 9.15224
image num 739,perceptron_out = 4.93274
image num 740,perceptron_out = 7.49415
image num 741,perceptron_out = 4.88813
image num 742,perceptron_out = 10.3329
image num 743,perceptron_out = 13.0063
image num 744,perceptron_out = 6.93432
image num 745,perceptron_out = 19.1365
image num 746,perceptron_out = 20.7553
image num 747,perceptron_out = 17.2277
image num 748,perceptron_out = 4.94298
image num 749,perceptron_out = 5.1917
image num 750,perceptron_out = 12.1898
image num 751,perceptron_out = 8.53284
image num 752,perceptron_out = 7.6892
image num 753,perceptron_out = 21.8693
image num 754,perceptron_out = 11.6474
image num 755,perceptron_out = 4.51017
image num 756,perceptron_out = 9.91158
image num 757,perceptron_out = 9.73961
image num 758,perceptron_out = 6.32146
image num 759,perceptron_out = 4.4893
image num 760,perceptron_out = 5.53493
image num 761,perceptron_out = 9.83032
image num 762,perceptron_out = 15.6085
image num 763,perceptron_out = 16.3649
image num 764,perceptron_out = 5.33167
image num 765,perceptron_out = 9.74582
image num 766,perceptron_out = 7.31512
image num 767,perceptron_out = 10.4248
image num 768,perceptron_out = 11.2173
image num 769,perceptron_out = 6.44595
image num 770,perceptron_out = 6.78175
image num 771,perceptron_out = 5.29699
image num 772,perceptron_out = 11.5063
image num 773,perceptron_out = 8.38601
image num 774,perceptron_out = 6.31831
image num 775,perceptron_out = 23.4697
image num 776,perceptron_out = 5.89096
image num 777,perceptron_out = 7.11921
