image num 1,perceptron_out = 6.45483
image num 162,perceptron_out = 15.9307
image num 163,perceptron_out = 8.1916
image num 164,perceptron_out = 15.0792
image num 165,perceptron_out = 12.2929
image num 166,perceptron_out = 7.30159
image num 167,perceptron_out = 7.96156
image num 168,perceptron_out = 5.02846
image num 169,perceptron_out = 10.5159
image num 170,perceptron_out = 9.31259
image num 171,perceptron_out = 5.49113
image num 172,perceptron_out = 5.23693
image num 173,perceptron_out = 15.3237
image num 174,perceptron_out = 7.91139
image num 175,perceptron_out = 7.45476
image num 176,perceptron_out = 12.3032
image num 177,perceptron_out = 23.3289
image num 178,perceptron_out = 8.56589
image num 179,perceptron_out = 7.64496
image num 180,perceptron_out = 2.6969
image num 181,perceptron_out = 11.0747
image num 182,perceptron_out = 10.1711
image num 183,perceptron_out = 16.5095
image num 184,perceptron_out = 3.65428
image num 185,perceptron_out = 20.5508
image num 186,perceptron_out = 4.08167
image num 187,perceptron_out = 6.05798
image num 188,perceptron_out = 13.108
image num 189,perceptron_out = 11.707
image num 190,perceptron_out = 4.23916
image num 191,perceptron_out = 7.7826
image num 192,perceptron_out = 5.18293
image num 193,perceptron_out = 9.61934
image num 194,perceptron_out = 5.09103
image num 195,perceptron_out = 4.63377
image num 196,perceptron_out = 9.04012
image num 197,perceptron_out = 7.1614
image num 198,perceptron_out = 6.43446
image num 199,perceptron_out = 3.26048
image num 200,perceptron_out = 6.78311
image num 201,perceptron_out = 10.9781
image num 202,perceptron_out = 26.9397
image num 203,perceptron_out = 11.1244
image num 204,perceptron_out = 6.62896
image num 205,perceptron_out = 11.6608
image num 206,perceptron_out = 4.72133
image num 207,perceptron_out = 18.376
image num 208,perceptron_out = 6.70508
image num 209,perceptron_out = 9.56748
image num 210,perceptron_out = 10.6485
image num 211,perceptron_out = 13.7591
image num 212,perceptron_out = 6.05975
image num 213,perceptron_out = 7.84154
image num 214,perceptron_out = 10.3806
image num 215,perceptron_out = 6.07292
image num 216,perceptron_out = 5.23554
image num 217,perceptron_out = 5.59181
image num 218,perceptron_out = 9.80028
image num 219,perceptron_out = 7.87801
image num 220,perceptron_out = 14.6411
image num 221,perceptron_out = 9.36376
image num 222,perceptron_out = 7.87965
image num 223,perceptron_out = 13.1722
image num 224,perceptron_out = 6.6547
image num 225,perceptron_out = 12.8757
image num 226,perceptron_out = 11.9124
image num 227,perceptron_out = 16.2312
image num 228,perceptron_out = 9.16728
image num 229,perceptron_out = 17.2951
image num 230,perceptron_out = 7.1215
image num 231,perceptron_out = 5.60018
image num 232,perceptron_out = 14.9656
image num 233,perceptron_out = 4.22201
image num 234,perceptron_out = 9.43982
image num 235,perceptron_out = 12.7047
image num 236,perceptron_out = 9.45695
image num 237,perceptron_out = 9.77477
image num 238,perceptron_out = 13.9031
image num 239,perceptron_out = 21.4477
image num 240,perceptron_out = 6.18613
image num 241,perceptron_out = 4.13568
image num 242,perceptron_out = 4.83665
image num 243,perceptron_out = 6.37196
image num 244,perceptron_out = 9.80832
image num 245,perceptron_out = 13.5117
image num 246,perceptron_out = 9.98076
image num 247,perceptron_out = 3.19071
image num 248,perceptron_out = 6.51783
image num 249,perceptron_out = 5.65932
image num 250,perceptron_out = 4.13132
image num 251,perceptron_out = 16.2257
image num 252,perceptron_out = 5.98219
image num 253,perceptron_out = 9.0368
image num 254,perceptron_out = 4.33557
image num 255,perceptron_out = 13.7213
image num 256,perceptron_out = 32.7385
image num 257,perceptron_out = 18.0186
image num 258,perceptron_out = 12.6342
image num 259,perceptron_out = 6.40822
image num 260,perceptron_out = 3.82055
image num 261,perceptron_out = 8.47223
image num 262,perceptron_out = 25.2681
image num 263,perceptron_out = 16.5094
image num 264,perceptron_out = 9.51997
image num 265,perceptron_out = 11.1479
image num 266,perceptron_out = 6.24531
image num 267,perceptron_out = 7.25936
image num 268,perceptron_out = 5.97852
image num 269,perceptron_out = 5.02561
image num 270,perceptron_out = 10.5465
image num 271,perceptron_out = 13.6597
image num 272,perceptron_out = 8.51249
image num 273,perceptron_out = 8.34473
image num 274,perceptron_out = 10.1413
image num 275,perceptron_out = 5.96167
image num 276,perceptron_out = 18.0333
image num 277,perceptron_out = 10.0285
image num 278,perceptron_out = 5.1865
image num 279,perceptron_out = 13.6844
image num 280,perceptron_out = 6.21494
image num 281,perceptron_out = 8.1373
image num 282,perceptron_out = 9.07196
image num 283,perceptron_out = 10.52
image num 284,perceptron_out = 4.40771
image num 285,perceptron_out = 7.82113
image num 286,perceptron_out = 6.04286
image num 287,perceptron_out = 8.93866
image num 288,perceptron_out = 7.95549
image num 289,perceptron_out = 5.90509
image num 290,perceptron_out = 11.0133
image num 291,perceptron_out = 8.18343
image num 292,perceptron_out = 7.28841
image num 293,perceptron_out = 7.70711
image num 294,perceptron_out = 5.41791
image num 295,perceptron_out = 9.26288
image num 296,perceptron_out = 9.29315
image num 297,perceptron_out = 5.54827
image num 298,perceptron_out = 7.35843
image num 299,perceptron_out = 5.1808
image num 300,perceptron_out = 3.52378
image num 301,perceptron_out = 5.50929
image num 302,perceptron_out = 5.60562
image num 303,perceptron_out = 9.49558
image num 304,perceptron_out = 4.80052
image num 305,perceptron_out = 8.6999
image num 306,perceptron_out = 6.80956
image num 307,perceptron_out = 6.72303
image num 308,perceptron_out = 7.09693
image num 309,perceptron_out = 5.19249
image num 310,perceptron_out = 6.95895
image num 311,perceptron_out = 4.32783
image num 312,perceptron_out = 13.6633
image num 313,perceptron_out = 14.542
image num 314,perceptron_out = 13.2234
image num 315,perceptron_out = 8.98085
image num 316,perceptron_out = 6.98075
image num 317,perceptron_out = 14.554
image num 318,perceptron_out = 9.40925
image num 319,perceptron_out = 12.1213
image num 320,perceptron_out = 7.01307
image num 321,perceptron_out = 8.75084
image num 322,perceptron_out = 7.87996
image num 323,perceptron_out = 11.9956
image num 324,perceptron_out = 13.3116
image num 325,perceptron_out = 10.1631
image num 326,perceptron_out = 13.8754
image num 327,perceptron_out = 9.5213
image num 328,perceptron_out = 6.44901
image num 329,perceptron_out = 12.9307
image num 330,perceptron_out = 6.60979
image num 331,perceptron_out = 25.9071
image num 332,perceptron_out = 8.77129
image num 333,perceptron_out = 9.37635
image num 334,perceptron_out = 3.82539
image num 335,perceptron_out = 3.90261
image num 336,perceptron_out = 4.12254
image num 337,perceptron_out = 10.558
image num 338,perceptron_out = 8.13283
image num 339,perceptron_out = 4.3184
image num 340,perceptron_out = 3.61034
image num 341,perceptron_out = 11.065
image num 342,perceptron_out = 10.4971
image num 343,perceptron_out = 5.70033
image num 344,perceptron_out = 13.7394
image num 345,perceptron_out = 9.07281
image num 346,perceptron_out = 7.64749
image num 347,perceptron_out = 6.64057
image num 348,perceptron_out = 9.78286
image num 349,perceptron_out = 7.09636
image num 350,perceptron_out = 7.25061
image num 351,perceptron_out = 8.62159
image num 352,perceptron_out = 10.8399
image num 353,perceptron_out = 9.07769
image num 354,perceptron_out = 4.598
image num 355,perceptron_out = 13.4948
image num 356,perceptron_out = 12.6701
image num 357,perceptron_out = 6.71654
image num 358,perceptron_out = 8.64747
image num 359,perceptron_out = 3.76968
image num 360,perceptron_out = 4.86689
image num 361,perceptron_out = 7.90074
image num 362,perceptron_out = 7.9829
image num 363,perceptron_out = 9.995
image num 364,perceptron_out = 5.37794
image num 365,perceptron_out = 8.98869
image num 366,perceptron_out = 12.6284
image num 367,perceptron_out = 3.25377
image num 368,perceptron_out = 5.59658
image num 369,perceptron_out = 9.42645
image num 370,perceptron_out = 9.11012
image num 371,perceptron_out = 4.77617
image num 372,perceptron_out = 6.07169
image num 373,perceptron_out = 8.9728
image num 374,perceptron_out = 9.84902
image num 375,perceptron_out = 9.61239
image num 376,perceptron_out = 18.9733
image num 377,perceptron_out = 7.92034
image num 378,perceptron_out = 9.98756
image num 379,perceptron_out = 7.96483
image num 380,perceptron_out = 15.5683
image num 381,perceptron_out = 5.80698
image num 382,perceptron_out = 6.85457
image num 383,perceptron_out = 13.3642
image num 384,perceptron_out = 9.10161
image num 385,perceptron_out = 9.91933
image num 386,perceptron_out = 5.18432
image num 387,perceptron_out = 8.02367
image num 388,perceptron_out = 8.41085
image num 389,perceptron_out = 5.07874
image num 390,perceptron_out = 19.4661
image num 391,perceptron_out = 3.61603
image num 392,perceptron_out = 10.7653
image num 393,perceptron_out = 6.67089
image num 394,perceptron_out = 4.51584
image num 395,perceptron_out = 13.601
image num 396,perceptron_out = 6.0239
image num 397,perceptron_out = 4.923
image num 398,perceptron_out = 6.44559
image num 399,perceptron_out = 10.1202
image num 400,perceptron_out = 7.87987
image num 401,perceptron_out = 6.75586
image num 402,perceptron_out = 5.2889
image num 403,perceptron_out = 8.04904
image num 404,perceptron_out = 4.60998
image num 405,perceptron_out = 5.93252
image num 406,perceptron_out = 15.1002
image num 407,perceptron_out = 10.5776
image num 408,perceptron_out = 8.3547
image num 409,perceptron_out = 14.5113
image num 410,perceptron_out = 4.89938
image num 411,perceptron_out = 17.146
image num 412,perceptron_out = 7.94714
image num 413,perceptron_out = 20.1549
image num 414,perceptron_out = 9.97178
image num 415,perceptron_out = 3.15856
image num 416,perceptron_out = 4.25235
image num 417,perceptron_out = 6.03646
image num 418,perceptron_out = 6.62521
image num 419,perceptron_out = 8.74113
image num 420,perceptron_out = 6.06827
image num 421,perceptron_out = 11.4043
image num 422,perceptron_out = 9.5513
image num 423,perceptron_out = 15.4482
image num 424,perceptron_out = 5.15731
image num 425,perceptron_out = 5.6939
image num 426,perceptron_out = 7.29854
image num 427,perceptron_out = 13.0876
image num 428,perceptron_out = 17.3857
image num 429,perceptron_out = 14.5544
image num 430,perceptron_out = 7.56552
image num 431,perceptron_out = 14.803
image num 432,perceptron_out = 8.02423
image num 433,perceptron_out = 17.1395
image num 434,perceptron_out = 8.7587
image num 435,perceptron_out = 6.48528
image num 436,perceptron_out = 7.37617
image num 437,perceptron_out = 8.76132
image num 438,perceptron_out = 7.13808
image num 439,perceptron_out = 11.2179
image num 440,perceptron_out = 5.80159
image num 441,perceptron_out = 8.71689
image num 442,perceptron_out = 5.60484
image num 443,perceptron_out = 11.6897
image num 444,perceptron_out = 12.204
image num 445,perceptron_out = 14.0019
image num 446,perceptron_out = 11.5861
image num 447,perceptron_out = 7.35219
image num 448,perceptron_out = 3.80715
image num 449,perceptron_out = 8.67826
image num 450,perceptron_out = 7.61128
image num 451,perceptron_out = 5.39115
image num 452,perceptron_out = 6.20412
image num 453,perceptron_out = 14.4142
image num 454,perceptron_out = 9.87091
image num 455,perceptron_out = 17.5009
image num 456,perceptron_out = 4.55107
image num 457,perceptron_out = 12.8943
image num 458,perceptron_out = 9.45946
image num 459,perceptron_out = 3.63729
image num 460,perceptron_out = 7.04834
image num 461,perceptron_out = 10.2021
image num 462,perceptron_out = 12.0588
image num 463,perceptron_out = 7.87107
image num 464,perceptron_out = 8.55016
image num 465,perceptron_out = 13.67
image num 466,perceptron_out = 9.99542
image num 467,perceptron_out = 12.2623
image num 468,perceptron_out = 5.09396
image num 469,perceptron_out = 14.5376
image num 470,perceptron_out = 12.9089
image num 471,perceptron_out = 5.91339
image num 472,perceptron_out = 5.6067
image num 473,perceptron_out = 5.82175
image num 474,perceptron_out = 4.51196
image num 475,perceptron_out = 6.7678
image num 476,perceptron_out = 9.16913
image num 477,perceptron_out = 5.21557
image num 478,perceptron_out = 5.3875
image num 479,perceptron_out = 5.2962
image num 480,perceptron_out = 4.63683
image num 481,perceptron_out = 9.62092
image num 482,perceptron_out = 3.66628
image num 483,perceptron_out = 25.677
image num 484,perceptron_out = 10.9171
image num 485,perceptron_out = 7.74881
image num 486,perceptron_out = 6.6338
image num 487,perceptron_out = 13.3619
image num 488,perceptron_out = 8.19852
image num 489,perceptron_out = 10.949
image num 490,perceptron_out = 12.7918
image num 491,perceptron_out = 5.86662
image num 492,perceptron_out = 6.32543
image num 493,perceptron_out = 4.81874
image num 494,perceptron_out = 9.70858
image num 495,perceptron_out = 6.94744
image num 496,perceptron_out = 7.46351
image num 497,perceptron_out = 3.33919
image num 498,perceptron_out = 9.02786
image num 499,perceptron_out = 12.5361
image num 500,perceptron_out = 7.38396
image num 501,perceptron_out = 8.69702
image num 502,perceptron_out = 12.6392
image num 503,perceptron_out = 5.99706
image num 504,perceptron_out = 10.7899
image num 505,perceptron_out = 4.91476
image num 506,perceptron_out = 4.87401
image num 507,perceptron_out = 8.55113
image num 508,perceptron_out = 8.58264
image num 509,perceptron_out = 15.6059
image num 510,perceptron_out = 13.0919
image num 511,perceptron_out = 5.00337
image num 512,perceptron_out = 8.12431
image num 513,perceptron_out = 12.0716
image num 514,perceptron_out = 11.1653
image num 515,perceptron_out = 4.20485
image num 516,perceptron_out = 7.91868
image num 517,perceptron_out = 10.3602
image num 518,perceptron_out = 4.67501
image num 519,perceptron_out = 7.62715
image num 520,perceptron_out = 5.87438
image num 521,perceptron_out = 10.9086
image num 522,perceptron_out = 6.50905
image num 523,perceptron_out = 6.82168
image num 524,perceptron_out = 13.2319
image num 525,perceptron_out = 19.7664
image num 526,perceptron_out = 6.74948
image num 527,perceptron_out = 6.64476
image num 528,perceptron_out = 4.73712
image num 529,perceptron_out = 18.395
image num 530,perceptron_out = 17.1397
image num 531,perceptron_out = 8.92853
image num 532,perceptron_out = 11.5121
image num 533,perceptron_out = 9.15069
image num 534,perceptron_out = 7.78319
image num 535,perceptron_out = 12.9233
image num 536,perceptron_out = 6.44449
image num 537,perceptron_out = 19.744
image num 538,perceptron_out = 7.76889
image num 539,perceptron_out = 6.7489
image num 540,perceptron_out = 11.0165
image num 541,perceptron_out = 5.3177
image num 542,perceptron_out = 13.1092
image num 543,perceptron_out = 5.60379
image num 544,perceptron_out = 7.8856
image num 545,perceptron_out = 8.02744
image num 546,perceptron_out = 17.6491
image num 547,perceptron_out = 13.4665
image num 548,perceptron_out = 15.7139
image num 549,perceptron_out = 5.2344
image num 550,perceptron_out = 6.74048
image num 551,perceptron_out = 7.09488
image num 552,perceptron_out = 10.5861
image num 553,perceptron_out = 10.9081
image num 554,perceptron_out = 6.05398
image num 555,perceptron_out = 11.4155
image num 556,perceptron_out = 3.85012
image num 557,perceptron_out = 8.06071
image num 558,perceptron_out = 6.44164
image num 559,perceptron_out = 8.59478
image num 560,perceptron_out = 6.31978
image num 561,perceptron_out = 11.8689
image num 562,perceptron_out = 6.23183
image num 563,perceptron_out = 5.60221
image num 564,perceptron_out = 4.76063
image num 565,perceptron_out = 11.1173
image num 566,perceptron_out = 11.972
image num 567,perceptron_out = 7.93374
image num 568,perceptron_out = 9.55154
image num 569,perceptron_out = 15.8932
image num 570,perceptron_out = 9.55998
image num 571,perceptron_out = 6.485
image num 572,perceptron_out = 7.70681
image num 573,perceptron_out = 11.3391
image num 574,perceptron_out = 5.23064
image num 575,perceptron_out = 16.756
image num 576,perceptron_out = 5.46221
image num 577,perceptron_out = 20.9215
image num 578,perceptron_out = 8.55583
image num 579,perceptron_out = 7.33559
image num 580,perceptron_out = 5.95121
image num 581,perceptron_out = 5.57515
image num 582,perceptron_out = 13.8101
image num 583,perceptron_out = 5.55963
image num 584,perceptron_out = 4.18085
image num 585,perceptron_out = 5.8878
image num 586,perceptron_out = 14.6731
image num 587,perceptron_out = 8.93544
image num 588,perceptron_out = 15.343
image num 589,perceptron_out = 18.3227
image num 590,perceptron_out = 5.6193
image num 591,perceptron_out = 6.70476
image num 592,perceptron_out = 12.2638
image num 593,perceptron_out = 9.42592
image num 594,perceptron_out = 15.7018
image num 595,perceptron_out = 5.58023
image num 596,perceptron_out = 16.0907
image num 597,perceptron_out = 15.0331
image num 598,perceptron_out = 6.70787
image num 599,perceptron_out = 8.26366
image num 600,perceptron_out = 6.02914
image num 601,perceptron_out = 9.13283
image num 602,perceptron_out = 8.7262
image num 603,perceptron_out = 4.11488
image num 604,perceptron_out = 7.03865
image num 605,perceptron_out = 8.36576
image num 606,perceptron_out = 4.55143
image num 607,perceptron_out = 13.3435
image num 608,perceptron_out = 7.45195
image num 609,perceptron_out = 5.38749
image num 610,perceptron_out = 8.36632
image num 611,perceptron_out = 12.9117
image num 612,perceptron_out = 4.71719
image num 613,perceptron_out = 11.2379
image num 614,perceptron_out = 16.0033
image num 615,perceptron_out = 8.47815
image num 616,perceptron_out = 5.39021
image num 617,perceptron_out = 7.17322
image num 618,perceptron_out = 16.248
image num 619,perceptron_out = 3.86255
image num 620,perceptron_out = 17.7538
image num 621,perceptron_out = 7.66107
image num 622,perceptron_out = 4.73281
image num 623,perceptron_out = 4.85647
image num 624,perceptron_out = 10.8313
image num 625,perceptron_out = 8.9248
image num 626,perceptron_out = 13.9045
image num 627,perceptron_out = 5.76266
image num 628,perceptron_out = 6.20527
image num 629,perceptron_out = 5.24465
image num 630,perceptron_out = 8.44599
image num 631,perceptron_out = 6.50132
image num 632,perceptron_out = 14.5425
image num 633,perceptron_out = 12.8868
image num 634,perceptron_out = 5.88669
image num 635,perceptron_out = 11.1655
image num 636,perceptron_out = 4.9473
image num 637,perceptron_out = 5.95569
image num 638,perceptron_out = 8.93098
image num 639,perceptron_out = 5.53589
image num 640,perceptron_out = 4.7211
image num 641,perceptron_out = 3.54213
image num 642,perceptron_out = 8.45202
image num 643,perceptron_out = 8.9069
image num 644,perceptron_out = 9.11807
image num 645,perceptron_out = 15.5218
image num 646,perceptron_out = 13.4529
image num 647,perceptron_out = 4.62818
image num 648,perceptron_out = 5.63035
image num 649,perceptron_out = 3.5787
image num 650,perceptron_out = 6.41247
image num 651,perceptron_out = 7.87218
image num 652,perceptron_out = 16.1755
image num 653,perceptron_out = 3.74541
image num 654,perceptron_out = 7.05318
image num 655,perceptron_out = 7.01064
image num 656,perceptron_out = 11.2413
image num 657,perceptron_out = 7.1215
image num 658,perceptron_out = 4.99369
image num 659,perceptron_out = 8.62604
image num 660,perceptron_out = 5.74498
image num 661,perceptron_out = 6.81247
image num 662,perceptron_out = 6.32734
image num 663,perceptron_out = 14.5719
image num 664,perceptron_out = 7.16762
image num 665,perceptron_out = 4.14086
image num 666,perceptron_out = 4.48262
image num 667,perceptron_out = 10.8632
image num 668,perceptron_out = 12.0574
image num 669,perceptron_out = 19.9579
image num 670,perceptron_out = 9.1242
image num 671,perceptron_out = 4.42595
image num 672,perceptron_out = 13.8529
image num 673,perceptron_out = 7.41818
image num 674,perceptron_out = 6.15499
image num 675,perceptron_out = 6.59428
image num 676,perceptron_out = 9.81844
image num 677,perceptron_out = 25.3191
image num 678,perceptron_out = 12.7979
image num 679,perceptron_out = 9.33875
image num 680,perceptron_out = 7.95166
image num 681,perceptron_out = 9.44538
image num 682,perceptron_out = 6.81213
image num 683,perceptron_out = 5.95746
image num 684,perceptron_out = 6.10088
image num 685,perceptron_out = 6.2893
image num 686,perceptron_out = 7.0753
image num 687,perceptron_out = 5.77786
image num 688,perceptron_out = 7.00546
image num 689,perceptron_out = 7.88114
image num 690,perceptron_out = 6.12448
image num 691,perceptron_out = 9.64856
image num 692,perceptron_out = 12.1719
image num 693,perceptron_out = 11.9349
image num 694,perceptron_out = 7.89768
image num 695,perceptron_out = 12.038
image num 696,perceptron_out = 5.14664
image num 697,perceptron_out = 8.54336
image num 698,perceptron_out = 4.34587
image num 699,perceptron_out = 11.6817
image num 700,perceptron_out = 9.16307
image num 701,perceptron_out = 8.51498
image num 702,perceptron_out = 9.30026
image num 703,perceptron_out = 5.98438
image num 704,perceptron_out = 3.71424
image num 705,perceptron_out = 7.24324
image num 706,perceptron_out = 6.66748
image num 707,perceptron_out = 14.8978
image num 708,perceptron_out = 5.85405
image num 709,perceptron_out = 5.15804
image num 710,perceptron_out = 9.35811
image num 711,perceptron_out = 8.39769
image num 712,perceptron_out = 6.119
image num 713,perceptron_out = 8.81497
image num 714,perceptron_out = 4.8209
image num 715,perceptron_out = 5.47203
image num 716,perceptron_out = 6.03438
image num 717,perceptron_out = 8.79271
image num 718,perceptron_out = 6.66457
image num 719,perceptron_out = 12.4605
image num 720,perceptron_out = 5.64165
image num 721,perceptron_out = 10.0254
image num 722,perceptron_out = 8.12953
image num 723,perceptron_out = 5.34284
image num 724,perceptron_out = 5.92994
image num 725,perceptron_out = 3.66427
image num 726,perceptron_out = 4.28645
image num 727,perceptron_out = 4.11889
image num 728,perceptron_out = 5.73411
image num 729,perceptron_out = 11.3575
image num 730,perceptron_out = 7.01735
image num 731,perceptron_out = 10.4537
image num 732,perceptron_out = 4.26989
image num 733,perceptron_out = 5.31998
image num 734,perceptron_out = 6.15067
image num 735,perceptron_out = 5.91335
image num 736,perceptron_out = 6.84747
image num 737,perceptron_out = 6.84962
image num 738,perceptron_out = 7.74965
image num 739,perceptron_out = 13.1165
image num 740,perceptron_out = 5.19897
image num 741,perceptron_out = 9.46185
image num 742,perceptron_out = 6.8521
image num 743,perceptron_out = 6.01185
image num 744,perceptron_out = 14.5542
image num 745,perceptron_out = 9.24374
image num 746,perceptron_out = 6.0562
image num 747,perceptron_out = 14.7318
image num 748,perceptron_out = 4.4593
image num 749,perceptron_out = 8.42557
image num 750,perceptron_out = 9.04015
image num 751,perceptron_out = 5.98592
image num 752,perceptron_out = 3.43214
image num 753,perceptron_out = 9.86633
image num 754,perceptron_out = 10.5006
image num 755,perceptron_out = 6.28054
image num 756,perceptron_out = 3.33165
image num 757,perceptron_out = 11.1563
image num 758,perceptron_out = 10.8252
image num 759,perceptron_out = 5.95448
image num 760,perceptron_out = 10.7285
image num 761,perceptron_out = 8.04186
image num 762,perceptron_out = 10.7938
image num 763,perceptron_out = 5.05324
image num 764,perceptron_out = 12.2671
image num 765,perceptron_out = 6.55666
image num 766,perceptron_out = 7.90004
image num 767,perceptron_out = 11.533
image num 768,perceptron_out = 8.64961
image num 769,perceptron_out = 10.42
image num 770,perceptron_out = 5.01931
image num 771,perceptron_out = 10.6036
image num 772,perceptron_out = 15.9113
image num 773,perceptron_out = 31.51
image num 774,perceptron_out = 6.6857
image num 775,perceptron_out = 4.5207
image num 776,perceptron_out = 5.19795
image num 777,perceptron_out = 7.51142
image num 778,perceptron_out = 7.29473
